Hour,Minute,Second,Leq1s
16,32,0,54.41
16,32,1,56.38
16,32,2,62.99
16,32,3,61.56
16,32,4,62.42
16,32,5,62.84
16,32,6,65.38
16,32,7,70.0
16,32,8,69.68
16,32,9,68.2
16,32,10,64.15
16,32,11,60.24
16,32,12,62.13
16,32,13,55.29
16,32,14,54.32
16,32,15,50.98
16,32,16,50.6
16,32,17,50.66
16,32,18,51.03
16,32,19,50.84
16,32,20,51.04
16,32,21,50.94
16,32,22,60.81
16,32,23,55.62
16,32,24,57.73
16,32,25,57.23
16,32,26,54.72
16,32,27,52.88
16,32,28,54.16
16,32,29,57.12
16,32,30,56.85
16,32,31,54.6
16,32,32,60.91
16,32,33,50.48
16,32,34,52.06
16,32,35,50.08
16,32,36,49.19
16,32,37,49.29
16,32,38,49.35
16,32,39,49.75
16,32,40,50.55
16,32,41,51.09
16,32,42,61.65
16,32,43,52.28
16,32,44,52.02
16,32,45,52.96
16,32,46,54.45
16,32,47,54.41
16,32,48,55.63
16,32,49,56.21
16,32,50,56.45
16,32,51,56.61
16,32,52,63.67
16,32,53,59.51
16,32,54,60.41
16,32,55,62.35
16,32,56,63.7
16,32,57,66.47
16,32,58,67.38
16,32,59,64.97
16,33,0,65.12
16,33,2,65.77
16,33,3,64.74
16,33,4,61.7
16,33,5,60.4
16,33,6,58.87
16,33,7,57.46
16,33,8,57.4
16,33,9,57.1
16,33,10,56.42
16,33,11,57.96
16,33,12,60.0
16,33,13,62.54
16,33,14,59.46
16,33,15,59.02
16,33,16,58.25
16,33,17,58.56
16,33,18,58.77
16,33,19,55.02
16,33,20,54.69
16,33,21,54.2
16,33,22,54.95
16,33,23,61.48
16,33,24,55.71
16,33,25,55.73
16,33,26,55.9
16,33,27,57.77
16,33,28,59.53
16,33,29,58.93
16,33,30,59.09
16,33,31,58.13
16,33,32,55.74
16,33,33,61.03
16,33,34,53.2
16,33,35,52.8
16,33,36,51.25
16,33,37,53.8
16,33,38,57.3
16,33,39,57.88
16,33,40,59.97
16,33,41,61.24
16,33,42,62.6
16,33,43,64.31
16,33,44,60.15
16,33,45,56.94
16,33,46,54.95
16,33,47,53.23
16,33,48,56.66
16,33,49,54.03
16,33,50,54.49
16,33,51,55.72
16,33,52,58.33
16,33,53,63.46
16,33,54,59.41
16,33,55,58.07
16,33,56,56.64
16,33,57,55.74
16,33,58,55.19
16,33,59,54.44
16,34,0,55.23
16,34,1,55.9
16,34,2,55.59
16,34,3,62.05
16,34,4,56.01
16,34,5,56.54
16,34,6,56.06
16,34,7,60.7
16,34,8,53.55
16,34,9,51.06
16,34,10,50.34
16,34,11,49.6
16,34,12,49.71
16,34,13,60.86
16,34,14,53.17
16,34,15,55.98
16,34,16,53.43
16,34,17,51.37
16,34,18,48.52
16,34,19,48.74
16,34,20,47.69
16,34,21,48.26
16,34,22,47.51
16,34,23,61.99
16,34,24,49.48
16,34,25,49.7
16,34,26,51.31
16,34,27,54.12
16,34,28,55.97
16,34,29,55.38
16,34,30,56.31
16,34,31,59.09
16,34,32,61.71
16,34,33,63.1
16,34,34,54.81
16,34,35,53.08
16,34,36,51.41
16,34,37,54.3
16,34,38,55.8
16,34,39,55.46
16,34,40,53.97
16,34,41,54.26
16,34,42,55.23
16,34,43,61.5
16,34,44,56.1
16,34,45,54.6
16,34,46,55.53
16,34,47,54.26
16,34,48,53.08
16,34,49,52.87
16,34,50,51.74
16,34,51,52.06
16,34,52,53.47
16,34,53,61.16
16,34,54,56.74
16,34,55,55.43
16,34,56,54.97
16,34,57,54.03
16,34,59,54.94
16,35,0,55.88
16,35,1,55.83
16,35,2,54.51
16,35,3,53.73
16,35,4,60.86
16,35,5,55.0
16,35,6,55.44
16,35,7,56.23
16,35,8,55.19
16,35,9,55.11
16,35,10,53.63
16,35,11,54.26
16,35,12,55.07
16,35,13,56.19
16,35,14,61.09
16,35,15,54.26
16,35,16,53.37
16,35,17,53.41
16,35,18,54.74
16,35,19,55.6
16,35,20,56.8
16,35,21,58.12
16,35,22,60.39
16,35,23,63.28
16,35,24,66.39
16,35,25,66.17
16,35,26,66.26
16,35,27,68.21
16,35,28,66.79
16,35,29,67.17
16,35,30,66.23
16,35,31,65.29
16,35,32,65.85
16,35,33,66.17
16,35,34,66.1
16,35,35,65.75
16,35,36,67.51
16,35,37,65.99
16,35,38,62.1
16,35,39,59.67
16,35,40,60.23
16,35,41,60.22
16,35,42,62.15
16,35,43,58.92
16,35,44,62.35
16,35,45,58.01
16,35,46,59.87
16,35,47,58.92
16,35,48,55.97
16,35,49,55.42
16,35,50,54.09
16,35,51,54.32
16,35,52,55.74
16,35,53,55.99
16,35,54,61.58
16,35,55,55.43
16,35,56,55.4
16,35,57,56.11
16,35,58,55.97
16,35,59,58.08
16,36,0,55.24
16,36,1,55.22
16,36,2,55.46
16,36,3,55.47
16,36,4,61.98
16,36,5,54.39
16,36,6,54.95
16,36,7,55.75
16,36,8,59.51
16,36,9,58.0
16,36,10,55.79
16,36,11,55.26
16,36,12,55.22
16,36,13,53.88
16,36,14,61.08
16,36,15,54.6
16,36,16,55.71
16,36,17,55.26
16,36,18,54.41
16,36,19,54.46
16,36,20,55.07
16,36,21,55.82
16,36,22,55.48
16,36,23,55.98
16,36,24,61.82
16,36,25,54.68
16,36,26,55.95
16,36,27,60.77
16,36,28,60.11
16,36,29,55.77
16,36,30,54.28
16,36,31,53.75
16,36,32,54.54
16,36,33,55.96
16,36,34,61.55
16,36,35,54.5
16,36,36,55.4
16,36,37,55.86
16,36,38,56.16
16,36,39,56.22
16,36,40,58.12
16,36,41,55.51
16,36,42,56.28
16,36,43,55.39
16,36,44,61.55
16,36,45,55.04
16,36,46,54.44
16,36,47,54.69
16,36,48,55.2
16,36,49,55.69
16,36,50,56.02
16,36,51,55.77
16,36,52,56.46
16,36,53,55.91
16,36,55,61.34
16,36,56,53.86
16,36,57,54.19
16,36,58,54.07
16,36,59,53.68
16,37,0,53.29
16,37,1,52.3
16,37,2,52.91
16,37,3,52.58
16,37,4,52.92
16,37,5,61.25
16,37,6,51.85
16,37,7,53.86
16,37,8,53.74
16,37,9,55.13
16,37,10,52.51
16,37,11,51.43
16,37,12,62.75
16,37,13,50.0
16,37,14,48.47
16,37,15,60.64
16,37,16,47.03
16,37,17,48.05
16,37,18,47.59
16,37,19,46.76
16,37,20,46.91
16,37,21,47.57
16,37,22,47.48
16,37,23,48.18
16,37,24,50.35
16,37,25,61.15
16,37,26,49.55
16,37,27,48.47
16,37,28,48.79
16,37,29,49.47
16,37,30,51.56
16,37,31,54.3
16,37,32,57.86
16,37,33,58.38
16,37,34,56.56
16,37,35,61.32
16,37,36,50.46
16,37,37,47.96
16,37,38,45.4
16,37,39,45.29
16,37,40,46.17
16,37,41,44.31
16,37,42,44.29
16,37,43,43.46
16,37,44,44.01
16,37,45,61.54
16,37,46,46.26
16,37,47,45.69
16,37,48,45.78
16,37,49,48.29
16,37,50,49.5
16,37,51,52.22
16,37,52,53.53
16,37,53,55.04
16,37,54,58.93
16,37,55,62.97
16,37,56,58.48
16,37,57,57.34
16,37,58,54.33
16,37,59,52.4
16,38,0,51.79
16,38,1,51.78
16,38,2,53.38
16,38,3,57.57
16,38,4,55.26
16,38,5,61.9
16,38,6,54.39
16,38,7,54.92
16,38,8,56.07
16,38,9,56.7
16,38,10,56.68
16,38,11,56.3
16,38,12,55.8
16,38,13,56.33
16,38,14,56.12
16,38,15,61.61
16,38,16,56.0
16,38,17,55.68
16,38,18,63.16
16,38,19,56.63
16,38,20,54.95
16,38,21,53.89
16,38,22,53.1
16,38,23,53.61
16,38,24,55.36
16,38,25,61.79
16,38,26,56.96
16,38,27,55.5
16,38,28,53.75
16,38,29,49.49
16,38,30,51.34
16,38,31,54.37
16,38,32,76.71
16,38,33,51.89
16,38,34,50.07
16,38,35,63.29
16,38,36,49.64
16,38,37,49.82
16,38,38,50.01
16,38,39,50.55
16,38,40,52.43
16,38,41,54.73
16,38,42,54.98
16,38,43,57.5
16,38,44,63.09
16,38,45,65.28
16,38,46,64.8
16,38,47,61.42
16,38,48,60.21
16,38,49,60.39
16,38,50,62.28
16,38,52,62.5
16,38,53,58.26
16,38,54,57.36
16,38,55,55.97
16,38,56,61.46
16,38,57,52.69
16,38,58,51.45
16,38,59,50.44
16,39,0,51.22
16,39,1,49.67
16,39,2,51.88
16,39,3,49.89
16,39,4,50.59
16,39,5,50.95
16,39,6,60.94
16,39,7,50.06
16,39,8,49.34
16,39,9,49.77
16,39,10,50.1
16,39,11,50.65
16,39,12,52.42
16,39,13,56.63
16,39,14,56.87
16,39,15,55.3
16,39,16,61.07
16,39,17,55.31
16,39,18,57.63
16,39,19,56.63
16,39,20,54.98
16,39,21,55.98
16,39,22,54.87
16,39,23,53.19
16,39,24,50.6
16,39,25,50.14
16,39,26,61.31
16,39,27,55.76
16,39,28,54.89
16,39,29,55.92
16,39,30,60.45
16,39,31,58.03
16,39,32,60.93
16,39,33,63.24
16,39,34,63.15
16,39,35,59.5
16,39,36,65.32
16,39,37,62.78
16,39,38,62.97
16,39,39,60.98
16,39,40,59.55
16,39,41,61.48
16,39,42,61.56
16,39,43,57.95
16,39,44,55.48
16,39,45,54.48
16,39,46,61.19
16,39,47,52.71
16,39,48,52.38
16,39,49,54.9
16,39,50,56.05
16,39,51,57.31
16,39,52,55.89
16,39,53,54.19
16,39,54,52.01
16,39,55,50.7
16,39,56,61.06
16,39,57,52.39
16,39,58,55.64
16,39,59,55.43
16,40,0,54.76
16,40,1,54.66
16,40,2,55.5
16,40,3,59.32
16,40,4,61.09
16,40,5,70.34
16,40,6,62.06
16,40,7,54.69
16,40,8,53.89
16,40,9,52.35
16,40,10,54.79
16,40,11,54.16
16,40,12,50.08
16,40,13,49.7
16,40,14,50.47
16,40,15,51.01
16,40,16,61.13
16,40,17,79.72
16,40,18,58.49
16,40,19,56.86
16,40,20,55.9
16,40,21,55.17
16,40,22,56.01
16,40,23,57.65
16,40,24,58.46
16,40,25,60.34
16,40,26,67.14
16,40,27,67.92
16,40,28,67.52
16,40,29,67.85
16,40,30,66.48
16,40,31,63.44
16,40,32,60.95
16,40,33,58.64
16,40,34,56.01
16,40,35,53.11
16,40,36,60.73
16,40,37,50.29
16,40,38,49.45
16,40,39,48.46
16,40,40,48.21
16,40,41,47.16
16,40,42,47.01
16,40,43,47.0
16,40,44,49.37
16,40,45,49.1
16,40,46,61.17
16,40,48,47.69
16,40,49,48.41
16,40,50,49.47
16,40,51,49.88
16,40,52,49.32
16,40,53,49.04
16,40,54,49.49
16,40,55,50.56
16,40,56,51.87
16,40,57,62.22
16,40,58,55.37
16,40,59,55.04
16,41,0,53.94
16,41,1,77.14
16,41,2,59.11
16,41,3,56.93
16,41,4,57.06
16,41,5,57.03
16,41,6,58.56
16,41,7,61.48
16,41,8,54.34
16,41,9,54.22
16,41,10,54.22
16,41,11,54.1
16,41,12,53.26
16,41,13,53.1
16,41,14,54.35
16,41,15,55.28
16,41,16,53.93
16,41,17,61.42
16,41,18,57.27
16,41,19,57.66
16,41,20,57.03
16,41,21,56.63
16,41,22,56.45
16,41,23,56.83
16,41,24,56.48
16,41,25,54.96
16,41,26,53.71
16,41,27,61.69
16,41,28,53.57
16,41,29,51.57
16,41,30,50.55
16,41,31,52.2
16,41,32,52.75
16,41,33,51.77
16,41,34,56.95
16,41,35,52.87
16,41,36,52.35
16,41,37,61.3
16,41,38,55.1
16,41,39,56.56
16,41,40,57.14
16,41,41,58.04
16,41,42,57.7
16,41,43,55.89
16,41,44,53.97
16,41,45,53.95
16,41,46,55.36
16,41,47,61.67
16,41,48,54.96
16,41,49,52.23
16,41,50,55.7
16,41,51,55.51
16,41,52,73.59
16,41,53,54.18
16,41,54,52.45
16,41,55,49.94
16,41,56,48.37
16,41,57,60.78
16,41,58,50.28
16,41,59,53.31
16,42,0,54.2
16,42,1,53.6
16,42,2,54.75
16,42,3,55.15
16,42,4,55.03
16,42,5,52.87
16,42,6,52.38
16,42,7,61.72
16,42,8,50.01
16,42,9,48.9
16,42,10,51.83
16,42,11,52.54
16,42,12,54.49
16,42,13,56.99
16,42,14,57.84
16,42,15,59.12
16,42,16,57.41
16,42,17,61.78
16,42,18,74.29
16,42,19,55.99
16,42,20,55.58
16,42,21,58.12
16,42,22,57.77
16,42,23,57.66
16,42,24,57.48
16,42,25,52.72
16,42,26,50.91
16,42,27,61.37
16,42,28,55.23
16,42,29,54.62
16,42,30,52.98
16,42,31,51.87
16,42,32,52.14
16,42,33,53.33
16,42,34,55.66
16,42,35,57.36
16,42,36,57.33
16,42,37,62.12
16,42,38,58.46
16,42,39,56.9
16,42,40,55.96
16,42,41,57.87
16,42,42,57.74
16,42,43,56.67
16,42,45,53.47
16,42,46,52.75
16,42,47,53.76
16,42,48,61.72
16,42,49,54.24
16,42,50,52.91
16,42,51,56.68
16,42,52,58.46
16,42,53,60.01
16,42,54,62.08
16,42,55,58.11
16,42,56,54.69
16,42,57,53.64
16,42,58,62.42
16,42,59,57.85
16,43,0,58.36
16,43,1,58.33
16,43,2,57.48
16,43,3,57.34
16,43,4,58.81
16,43,5,59.98
16,43,6,60.18
16,43,7,60.48
16,43,8,63.13
16,43,9,58.78
16,43,10,57.44
16,43,11,55.29
16,43,12,55.37
16,43,13,55.27
16,43,14,54.96
16,43,15,56.14
16,43,16,56.7
16,43,17,55.47
16,43,18,61.65
16,43,19,53.59
16,43,20,53.57
16,43,21,52.8
16,43,22,53.55
16,43,23,52.17
16,43,24,47.87
16,43,25,44.84
16,43,26,45.54
16,43,27,44.69
16,43,28,60.87
16,43,29,44.42
16,43,30,45.24
16,43,31,47.11
16,43,32,46.47
16,43,33,47.01
16,43,34,47.49
16,43,35,49.65
16,43,36,49.3
16,43,37,50.45
16,43,38,61.26
16,43,39,54.66
16,43,40,54.65
16,43,41,55.3
16,43,42,56.84
16,43,43,56.63
16,43,44,55.56
16,43,45,56.03
16,43,46,57.65
16,43,47,56.51
16,43,48,62.1
16,43,49,56.25
16,43,50,56.42
16,43,51,56.24
16,43,52,55.6
16,43,53,55.68
16,43,54,56.02
16,43,55,58.82
16,43,56,62.97
16,43,57,62.29
16,43,58,68.09
16,43,59,59.34
16,44,0,64.52
16,44,1,58.02
16,44,2,52.35
16,44,3,64.47
16,44,4,51.69
16,44,5,53.21
16,44,6,53.84
16,44,7,54.42
16,44,8,61.17
16,44,9,52.45
16,44,10,53.26
16,44,11,52.68
16,44,12,52.12
16,44,13,52.29
16,44,14,52.61
16,44,15,52.38
16,44,16,54.14
16,44,17,56.31
16,44,18,61.81
16,44,19,80.91
16,44,20,55.0
16,44,21,60.09
16,44,22,51.17
16,44,23,51.2
16,44,24,51.78
16,44,25,49.23
16,44,26,51.59
16,44,27,52.13
16,44,28,61.02
16,44,29,53.3
16,44,30,55.09
16,44,31,55.35
16,44,32,57.42
16,44,33,57.99
16,44,34,55.51
16,44,35,57.45
16,44,36,54.36
16,44,37,52.75
16,44,38,61.05
16,44,39,49.1
16,44,40,50.65
16,44,42,52.65
16,44,43,52.12
16,44,44,52.92
16,44,45,56.96
16,44,46,54.71
16,44,47,53.22
16,44,48,52.86
16,44,49,61.27
16,44,50,51.84
16,44,51,51.53
16,44,52,50.67
16,44,53,48.62
16,44,54,46.65
16,44,55,47.01
16,44,56,47.25
16,44,57,46.4
16,44,58,46.47
16,44,59,60.66
16,45,0,46.34
16,45,1,47.47
16,45,2,50.61
16,45,3,52.66
16,45,4,55.78
16,45,5,55.63
16,45,6,56.01
16,45,7,55.08
16,45,8,55.17
16,45,9,61.21
16,45,10,56.31
16,45,11,55.37
16,45,12,54.24
16,45,13,52.58
16,45,14,52.57
16,45,15,53.05
16,45,16,53.5
16,45,17,52.4
16,45,18,54.75
16,45,19,62.07
16,45,20,53.8
16,45,21,53.01
16,45,22,54.52
16,45,23,55.07
16,45,24,54.53
16,45,25,52.63
16,45,26,53.99
16,45,27,53.77
16,45,28,55.01
16,45,29,62.54
16,45,30,53.98
16,45,31,51.37
16,45,32,51.39
16,45,33,50.66
16,45,34,50.41
16,45,35,50.11
16,45,36,49.9
16,45,37,49.93
16,45,38,49.59
16,45,39,60.89
16,45,40,60.6
16,45,41,68.11
16,45,42,55.24
16,45,43,52.47
16,45,44,51.36
16,45,45,52.18
16,45,46,54.49
16,45,47,53.45
16,45,48,52.73
16,45,49,61.17
16,45,50,53.25
16,45,51,53.65
16,45,52,53.77
16,45,53,53.21
16,45,54,52.65
16,45,55,52.67
16,45,56,53.79
16,45,57,53.71
16,45,58,54.9
16,45,59,63.32
16,46,0,54.96
16,46,1,53.92
16,46,2,54.14
16,46,3,54.71
16,46,4,55.25
16,46,5,56.5
16,46,6,56.81
16,46,7,57.82
16,46,8,58.5
16,46,9,63.71
16,46,10,61.73
16,46,11,62.49
16,46,12,63.4
16,46,13,63.82
16,46,14,63.27
16,46,15,63.71
16,46,16,61.66
16,46,17,59.22
16,46,18,57.32
16,46,19,61.51
16,46,20,54.71
16,46,21,54.46
16,46,22,54.24
16,46,23,51.73
16,46,24,51.94
16,46,25,55.18
16,46,26,55.98
16,46,27,55.44
16,46,28,55.44
16,46,29,60.97
16,46,30,49.46
16,46,31,48.6
16,46,32,48.32
16,46,33,48.47
16,46,34,49.46
16,46,35,50.98
16,46,36,55.85
16,46,38,56.87
16,46,39,51.28
16,46,40,61.18
16,46,41,52.76
16,46,42,51.06
16,46,43,49.68
16,46,44,52.76
16,46,45,60.83
16,46,46,62.68
16,46,47,50.47
16,46,48,47.88
16,46,49,49.48
16,46,50,61.43
16,46,51,52.83
16,46,52,51.02
16,46,53,50.02
16,46,54,49.47
16,46,55,50.29
16,46,56,50.41
16,46,57,54.22
16,46,58,54.7
16,46,59,55.85
16,47,0,63.1
16,47,1,53.47
16,47,2,58.41
16,47,3,62.61
16,47,4,56.58
16,47,5,58.21
16,47,6,61.86
16,47,7,64.75
16,47,8,63.15
16,47,9,61.51
16,47,10,62.8
16,47,11,57.22
16,47,12,55.83
16,47,13,57.03
16,47,14,56.47
16,47,15,55.23
16,47,16,53.93
16,47,17,52.35
16,47,18,52.5
16,47,19,52.89
16,47,20,61.59
16,47,21,52.87
16,47,22,53.3
16,47,23,54.27
16,47,24,55.01
16,47,25,55.21
16,47,26,58.31
16,47,27,55.64
16,47,28,57.1
16,47,29,55.26
16,47,30,61.47
16,47,31,52.51
16,47,32,53.16
16,47,33,51.97
16,47,34,51.42
16,47,35,54.03
16,47,36,57.73
16,47,37,57.7
16,47,38,55.06
16,47,39,52.1
16,47,40,61.3
16,47,41,54.96
16,47,42,55.3
16,47,43,55.03
16,47,44,55.87
16,47,45,54.89
16,47,46,54.14
16,47,47,52.52
16,47,48,51.17
16,47,49,50.47
16,47,50,61.46
16,47,51,52.0
16,47,52,49.09
16,47,53,49.5
16,47,54,51.07
16,47,55,51.81
16,47,56,55.85
16,47,57,55.24
16,47,58,54.59
16,47,59,56.75
16,48,0,62.45
16,48,1,57.26
16,48,2,59.97
16,48,3,53.17
16,48,4,54.72
16,48,5,55.8
16,48,6,57.52
16,48,7,57.49
16,48,8,58.86
16,48,9,57.6
16,48,10,61.93
16,48,11,56.78
16,48,12,55.37
16,48,13,56.19
16,48,14,56.31
16,48,15,55.12
16,48,16,57.69
16,48,17,53.49
16,48,18,52.9
16,48,19,50.3
16,48,20,60.9
16,48,21,48.91
16,48,22,48.37
16,48,23,50.12
16,48,24,51.54
16,48,25,52.74
16,48,26,55.18
16,48,27,58.35
16,48,28,58.23
16,48,29,59.3
16,48,30,63.78
16,48,31,60.3
16,48,32,56.71
16,48,33,51.15
16,48,35,54.22
16,48,36,51.06
16,48,37,48.62
16,48,38,50.13
16,48,39,51.65
16,48,40,53.7
16,48,41,62.4
16,48,42,54.9
16,48,43,55.04
16,48,44,53.98
16,48,45,55.85
16,48,46,57.44
16,48,47,57.36
16,48,48,60.52
16,48,49,63.54
16,48,50,62.9
16,48,51,63.94
16,48,52,60.04
16,48,53,59.78
16,48,54,56.23
16,48,55,68.42
16,48,56,63.63
16,48,57,52.0
16,48,58,50.45
16,48,59,50.67
16,49,0,52.09
16,49,1,62.04
16,49,2,55.39
16,49,3,52.65
16,49,4,52.47
16,49,5,53.23
16,49,6,58.17
16,49,7,60.32
16,49,8,58.51
16,49,9,54.66
16,49,10,52.92
16,49,11,61.76
16,49,12,56.19
16,49,13,60.81
16,49,14,61.26
16,49,15,58.37
16,49,16,59.8
16,49,17,55.32
16,49,18,59.83
16,49,19,52.85
16,49,20,55.03
16,49,21,61.87
16,49,22,51.45
16,49,23,54.42
16,49,24,50.26
16,49,25,59.95
16,49,26,57.88
16,49,27,56.94
16,49,28,64.36
16,49,29,67.85
16,49,30,66.58
16,49,31,61.81
16,49,32,68.76
16,49,33,59.84
16,49,34,60.09
16,49,35,63.49
16,49,36,57.45
16,49,37,54.43
16,49,38,55.54
16,49,39,58.57
16,49,40,57.93
16,49,41,61.76
16,49,42,54.83
16,49,43,56.1
16,49,44,56.26
16,49,45,56.43
16,49,46,56.98
16,49,47,56.94
16,49,48,56.56
16,49,49,55.54
16,49,50,55.17
16,49,51,61.42
16,49,52,55.1
16,49,53,62.92
16,49,54,63.42
16,49,55,57.01
16,49,56,53.78
16,49,57,52.42
16,49,58,60.4
16,49,59,59.58
16,50,0,53.55
16,50,1,61.23
16,50,2,57.75
16,50,3,54.21
16,50,4,52.94
16,50,5,50.31
16,50,6,48.47
16,50,7,48.59
16,50,8,48.39
16,50,9,50.04
16,50,10,47.43
16,50,11,61.05
16,50,12,49.29
16,50,13,49.25
16,50,14,49.14
16,50,15,49.1
16,50,16,49.52
16,50,17,49.35
16,50,18,49.24
16,50,19,51.95
16,50,20,54.01
16,50,21,63.28
16,50,22,54.49
16,50,23,54.55
16,50,24,56.46
16,50,25,57.07
16,50,26,59.12
16,50,27,62.11
16,50,28,67.03
16,50,29,66.33
16,50,31,63.13
16,50,32,63.06
16,50,33,57.93
16,50,34,78.59
16,50,35,55.82
16,50,36,52.01
16,50,37,52.36
16,50,38,54.1
16,50,39,52.51
16,50,40,51.69
16,50,41,51.19
16,50,42,60.7
16,50,43,49.39
16,50,44,48.07
16,50,45,48.02
16,50,46,51.3
16,50,47,49.74
16,50,48,47.84
16,50,49,54.51
16,50,50,47.48
16,50,51,47.25
16,50,52,60.87
16,50,53,47.21
16,50,54,49.39
16,50,55,64.61
16,50,56,63.68
16,50,57,50.94
16,50,58,49.65
16,50,59,49.84
16,51,0,52.53
16,51,1,58.76
16,51,2,61.04
16,51,3,48.77
16,51,4,53.2
16,51,5,53.54
16,51,6,55.81
16,51,7,57.75
16,51,8,60.61
16,51,9,61.07
16,51,10,62.99
16,51,11,59.93
16,51,12,62.25
16,51,13,56.21
16,51,14,54.28
16,51,15,55.23
16,51,16,56.13
16,51,17,58.23
16,51,18,56.19
16,51,19,59.45
16,51,20,57.36
16,51,21,59.29
16,51,22,62.03
16,51,23,54.9
16,51,24,54.47
16,51,25,57.01
16,51,26,56.78
16,51,27,56.48
16,51,28,55.74
16,51,29,57.53
16,51,30,59.1
16,51,31,60.48
16,51,32,62.6
16,51,33,58.98
16,51,34,56.95
16,51,35,56.04
16,51,36,52.77
16,51,37,53.11
16,51,38,51.68
16,51,39,64.81
16,51,40,67.0
16,51,41,49.91
16,51,42,61.7
16,51,43,52.91
16,51,44,53.32
16,51,45,53.06
16,51,46,56.42
16,51,47,56.55
16,51,48,55.82
16,51,49,53.21
16,51,50,53.46
16,51,51,54.95
16,51,52,61.21
16,51,53,61.28
16,51,54,53.41
16,51,55,51.74
16,51,56,50.58
16,51,57,50.08
16,51,58,55.22
16,51,59,50.82
16,52,0,51.6
16,52,1,53.87
16,52,2,61.56
16,52,3,55.28
16,52,4,50.79
16,52,5,49.33
16,52,6,48.3
16,52,7,52.17
16,52,8,53.09
16,52,9,50.22
16,52,10,52.68
16,52,11,54.15
16,52,12,61.27
16,52,13,52.11
16,52,14,54.36
16,52,15,48.3
16,52,16,50.17
16,52,17,50.04
16,52,18,50.42
16,52,19,50.79
16,52,20,51.06
16,52,21,52.91
16,52,22,61.26
16,52,23,52.68
16,52,24,52.63
16,52,25,52.54
16,52,26,54.06
16,52,28,58.66
16,52,29,55.57
16,52,30,55.07
16,52,31,51.56
16,52,32,50.33
16,52,33,60.85
16,52,34,50.72
16,52,35,51.11
16,52,36,51.69
16,52,37,51.75
16,52,38,51.44
16,52,39,51.29
16,52,40,50.94
16,52,41,52.02
16,52,42,52.59
16,52,43,60.98
16,52,44,73.56
16,52,45,51.42
16,52,46,52.45
16,52,47,54.51
16,52,48,57.0
16,52,49,59.75
16,52,50,59.83
16,52,51,61.63
16,52,52,63.74
16,52,53,65.04
16,52,54,61.98
16,52,55,58.8
16,52,56,56.79
16,52,57,55.45
16,52,58,53.77
16,52,59,53.01
16,53,0,54.77
16,53,1,54.46
16,53,2,54.38
16,53,3,61.72
16,53,4,54.68
16,53,5,53.64
16,53,6,53.3
16,53,7,53.06
16,53,8,56.6
16,53,9,53.99
16,53,10,54.48
16,53,11,56.76
16,53,12,56.37
16,53,13,61.35
16,53,14,54.46
16,53,15,59.54
16,53,16,54.24
16,53,17,53.67
16,53,18,53.92
16,53,19,54.77
16,53,20,53.68
16,53,21,52.77
16,53,22,54.44
16,53,23,61.34
16,53,24,56.57
16,53,25,55.42
16,53,26,53.79
16,53,27,53.97
16,53,28,53.19
16,53,29,52.65
16,53,30,52.22
16,53,31,51.92
16,53,32,52.49
16,53,33,66.7
16,53,34,53.09
16,53,35,51.06
16,53,36,53.31
16,53,37,55.65
16,53,38,58.23
16,53,39,61.56
16,53,40,63.58
16,53,41,66.11
16,53,42,69.55
16,53,43,73.26
16,53,44,71.79
16,53,45,70.17
16,53,46,65.22
16,53,47,61.33
16,53,48,58.13
16,53,49,54.83
16,53,50,52.81
16,53,51,50.94
16,53,52,49.8
16,53,53,60.76
16,53,54,49.38
16,53,55,48.87
16,53,56,49.65
16,53,57,48.85
16,53,58,50.41
16,53,59,47.55
16,54,0,46.94
16,54,1,47.3
16,54,2,47.9
16,54,3,60.73
16,54,4,46.96
16,54,5,46.94
16,54,6,48.77
16,54,7,52.36
16,54,8,55.22
16,54,9,61.67
16,54,10,60.77
16,54,11,55.97
16,54,12,50.48
16,54,13,60.68
16,54,14,54.84
16,54,15,58.81
16,54,16,45.9
16,54,17,47.04
16,54,18,46.53
16,54,19,45.61
16,54,20,44.66
16,54,21,45.51
16,54,22,45.46
16,54,23,60.62
16,54,25,46.8
16,54,26,47.79
16,54,27,51.73
16,54,28,52.21
16,54,29,53.11
16,54,30,59.55
16,54,31,60.48
16,54,32,59.74
16,54,33,56.05
16,54,34,61.64
16,54,35,56.88
16,54,36,57.26
16,54,37,57.87
16,54,38,53.9
16,54,39,52.56
16,54,40,52.27
16,54,41,51.53
16,54,42,51.62
16,54,43,50.86
16,54,44,61.11
16,54,45,50.03
16,54,46,50.37
16,54,47,51.45
16,54,48,53.86
16,54,49,56.75
16,54,50,59.02
16,54,51,62.29
16,54,52,64.1
16,54,53,64.33
16,54,54,64.6
16,54,55,60.94
16,54,56,59.24
16,54,57,56.98
16,54,58,56.73
16,54,59,55.55
16,55,0,54.2
16,55,1,55.81
16,55,2,52.7
16,55,3,55.83
16,55,4,62.27
16,55,5,56.3
16,55,6,56.84
16,55,7,60.01
16,55,8,61.72
16,55,9,62.81
16,55,10,62.74
16,55,11,62.22
16,55,12,62.09
16,55,13,64.93
16,55,14,65.21
16,55,15,61.74
16,55,16,58.43
16,55,17,56.89
16,55,18,57.95
16,55,19,58.63
16,55,20,58.07
16,55,21,58.34
16,55,22,59.18
16,55,23,61.13
16,55,24,65.24
16,55,25,68.07
16,55,26,66.61
16,55,27,64.8
16,55,28,62.78
16,55,29,60.58
